spectra,site,site_name,state,plot,species,height,age,height_age,measurement_type,measurement,sample_name,sample_year,sample_type,instrumentation,calibration,wavelengths,column_units,project,pi,affiliation
DC50_QURU_B_LC_REFL,DC,Madison / Dane County,Wisconsin,DC50,QURU,B,NA,B,LC,REFL,DC50_QURU_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC50_QURU_M_LC_REFL,DC,Madison / Dane County,Wisconsin,DC50,QURU,M,NA,M,LC,REFL,DC50_QURU_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC50_QURU_T_LC_REFL,DC,Madison / Dane County,Wisconsin,DC50,QURU,T,NA,T,LC,REFL,DC50_QURU_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC50_TIAM_B_LC_REFL,DC,Madison / Dane County,Wisconsin,DC50,TIAM,B,NA,B,LC,REFL,DC50_TIAM_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC50_TIAM_M_LC_REFL,DC,Madison / Dane County,Wisconsin,DC50,TIAM,M,NA,M,LC,REFL,DC50_TIAM_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
DC50_TIAM_T_LC_REFL,DC,Madison / Dane County,Wisconsin,DC50,TIAM,T,NA,T,LC,REFL,DC50_TIAM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_ACRU_B_LC_REFL,GR,Green Ridge,Maryland,GR08,ACRU,B,NA,B,LC,REFL,GR08_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_ACRU_M_LC_REFL,GR,Green Ridge,Maryland,GR08,ACRU,M,NA,M,LC,REFL,GR08_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_BELE_B_LC_REFL,GR,Green Ridge,Maryland,GR08,BELE,B,NA,B,LC,REFL,GR08_BELE_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_BELE_M_LC_REFL,GR,Green Ridge,Maryland,GR08,BELE,M,NA,M,LC,REFL,GR08_BELE_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_PIST_BN_LC_REFL,GR,Green Ridge,Maryland,GR08,PIST,B,N,BN,LC,REFL,GR08_PIST_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_PIST_BO_LC_REFL,GR,Green Ridge,Maryland,GR08,PIST,B,O,BO,LC,REFL,GR08_PIST_BO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_PIST_MN_LC_REFL,GR,Green Ridge,Maryland,GR08,PIST,M,N,MN,LC,REFL,GR08_PIST_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_PIST_MO_LC_REFL,GR,Green Ridge,Maryland,GR08,PIST,M,O,MO,LC,REFL,GR08_PIST_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_PIST_TN_LC_REFL,GR,Green Ridge,Maryland,GR08,PIST,T,N,TN,LC,REFL,GR08_PIST_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_PIST_TO_LC_REFL,GR,Green Ridge,Maryland,GR08,PIST,T,O,TO,LC,REFL,GR08_PIST_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_POGR_T_LC_REFL,GR,Green Ridge,Maryland,GR08,POGR,T,NA,T,LC,REFL,GR08_POGR_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_QUAL_B_LC_REFL,GR,Green Ridge,Maryland,GR08,QUAL,B,NA,B,LC,REFL,GR08_QUAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_QUAL_M_LC_REFL,GR,Green Ridge,Maryland,GR08,QUAL,M,NA,M,LC,REFL,GR08_QUAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_QUAL_T_LC_REFL,GR,Green Ridge,Maryland,GR08,QUAL,T,NA,T,LC,REFL,GR08_QUAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_QUPR_B_LC_REFL,GR,Green Ridge,Maryland,GR08,QUPR,B,NA,B,LC,REFL,GR08_QUPR_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_QUPR_M_LC_REFL,GR,Green Ridge,Maryland,GR08,QUPR,M,NA,M,LC,REFL,GR08_QUPR_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_QURU_B_LC_REFL,GR,Green Ridge,Maryland,GR08,QURU,B,NA,B,LC,REFL,GR08_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_QURU_M_LC_REFL,GR,Green Ridge,Maryland,GR08,QURU,M,NA,M,LC,REFL,GR08_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
GR08_QURU_T_LC_REFL,GR,Green Ridge,Maryland,GR08,QURU,T,NA,T,LC,REFL,GR08_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_NYSY_B_LC_REFL,IDS,IDS,Maryland,IDS01,NYSY,B,NA,B,LC,REFL,IDS01_NYSY_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_NYSY_M_LC_REFL,IDS,IDS,Maryland,IDS01,NYSY,M,NA,M,LC,REFL,IDS01_NYSY_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_NYSY_T_LC_REFL,IDS,IDS,Maryland,IDS01,NYSY,T,NA,T,LC,REFL,IDS01_NYSY_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_PIPU_TN_LC_REFL,IDS,IDS,Maryland,IDS01,PIPU,T,N,TN,LC,REFL,IDS01_PIPU_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_PIPU_TO_LC_REFL,IDS,IDS,Maryland,IDS01,PIPU,T,O,TO,LC,REFL,IDS01_PIPU_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_PIST_BN_LC_REFL,IDS,IDS,Maryland,IDS01,PIST,B,N,BN,LC,REFL,IDS01_PIST_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_PIST_BO_LC_REFL,IDS,IDS,Maryland,IDS01,PIST,B,O,BO,LC,REFL,IDS01_PIST_BO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_PIST_MN_LC_REFL,IDS,IDS,Maryland,IDS01,PIST,M,N,MN,LC,REFL,IDS01_PIST_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_PIST_MO_LC_REFL,IDS,IDS,Maryland,IDS01,PIST,M,O,MO,LC,REFL,IDS01_PIST_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_PIST_TN_LC_REFL,IDS,IDS,Maryland,IDS01,PIST,T,N,TN,LC,REFL,IDS01_PIST_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_PIST_TO_LC_REFL,IDS,IDS,Maryland,IDS01,PIST,T,O,TO,LC,REFL,IDS01_PIST_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_QUAL_B_LC_REFL,IDS,IDS,Maryland,IDS01,QUAL,B,NA,B,LC,REFL,IDS01_QUAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_QUAL_M_LC_REFL,IDS,IDS,Maryland,IDS01,QUAL,M,NA,M,LC,REFL,IDS01_QUAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_QUAL_T_LC_REFL,IDS,IDS,Maryland,IDS01,QUAL,T,NA,T,LC,REFL,IDS01_QUAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_QUPR_B_LC_REFL,IDS,IDS,Maryland,IDS01,QUPR,B,NA,B,LC,REFL,IDS01_QUPR_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_QUPR_M_LC_REFL,IDS,IDS,Maryland,IDS01,QUPR,M,NA,M,LC,REFL,IDS01_QUPR_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_QUPR_T_LC_REFL,IDS,IDS,Maryland,IDS01,QUPR,T,NA,T,LC,REFL,IDS01_QUPR_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_QURU_B_LC_REFL,IDS,IDS,Maryland,IDS01,QURU,B,NA,B,LC,REFL,IDS01_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_QURU_M_LC_REFL,IDS,IDS,Maryland,IDS01,QURU,M,NA,M,LC,REFL,IDS01_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS01_QURU_T_LC_REFL,IDS,IDS,Maryland,IDS01,QURU,T,NA,T,LC,REFL,IDS01_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_COFL_B_LC_REFL,IDS,IDS,Maryland,IDS05,COFL,B,NA,B,LC,REFL,IDS05_COFL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_COFL_M_LC_REFL,IDS,IDS,Maryland,IDS05,COFL,M,NA,M,LC,REFL,IDS05_COFL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_OSVI_B_LC_REFL,IDS,IDS,Maryland,IDS05,OSVI,B,NA,B,LC,REFL,IDS05_OSVI_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_OSVI_M_LC_REFL,IDS,IDS,Maryland,IDS05,OSVI,M,NA,M,LC,REFL,IDS05_OSVI_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_PIVI_TN_LC_REFL,IDS,IDS,Maryland,IDS05,PIVI,T,N,TN,LC,REFL,IDS05_PIVI_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_PIVI_TO_LC_REFL,IDS,IDS,Maryland,IDS05,PIVI,T,O,TO,LC,REFL,IDS05_PIVI_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_QUAL_B_LC_REFL,IDS,IDS,Maryland,IDS05,QUAL,B,NA,B,LC,REFL,IDS05_QUAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_QUAL_M_LC_REFL,IDS,IDS,Maryland,IDS05,QUAL,M,NA,M,LC,REFL,IDS05_QUAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_QUAL_T_LC_REFL,IDS,IDS,Maryland,IDS05,QUAL,T,NA,T,LC,REFL,IDS05_QUAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_QURU_B_LC_REFL,IDS,IDS,Maryland,IDS05,QURU,B,NA,B,LC,REFL,IDS05_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_QURU_M_LC_REFL,IDS,IDS,Maryland,IDS05,QURU,M,NA,M,LC,REFL,IDS05_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS05_QURU_T_LC_REFL,IDS,IDS,Maryland,IDS05,QURU,T,NA,T,LC,REFL,IDS05_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_ACRU_B_LC_REFL,IDS,IDS,Maryland,IDS10,ACRU,B,NA,B,LC,REFL,IDS10_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_CAAL_B_LC_REFL,IDS,IDS,Maryland,IDS10,CAAL,B,NA,B,LC,REFL,IDS10_CAAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_CAAL_M_LC_REFL,IDS,IDS,Maryland,IDS10,CAAL,M,NA,M,LC,REFL,IDS10_CAAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_CAAL_T_LC_REFL,IDS,IDS,Maryland,IDS10,CAAL,T,NA,T,LC,REFL,IDS10_CAAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_NYSY_M_LC_REFL,IDS,IDS,Maryland,IDS10,NYSY,M,NA,M,LC,REFL,IDS10_NYSY_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_QUAL_B_LC_REFL,IDS,IDS,Maryland,IDS10,QUAL,B,NA,B,LC,REFL,IDS10_QUAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_QUAL_M_LC_REFL,IDS,IDS,Maryland,IDS10,QUAL,M,NA,M,LC,REFL,IDS10_QUAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_QUAL_T_LC_REFL,IDS,IDS,Maryland,IDS10,QUAL,T,NA,T,LC,REFL,IDS10_QUAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_QUPR_B_LC_REFL,IDS,IDS,Maryland,IDS10,QUPR,B,NA,B,LC,REFL,IDS10_QUPR_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_QUPR_M_LC_REFL,IDS,IDS,Maryland,IDS10,QUPR,M,NA,M,LC,REFL,IDS10_QUPR_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_QUPR_T_LC_REFL,IDS,IDS,Maryland,IDS10,QUPR,T,NA,T,LC,REFL,IDS10_QUPR_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_QURU_B_LC_REFL,IDS,IDS,Maryland,IDS10,QURU,B,NA,B,LC,REFL,IDS10_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_QURU_M_LC_REFL,IDS,IDS,Maryland,IDS10,QURU,M,NA,M,LC,REFL,IDS10_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS10_QURU_T_LC_REFL,IDS,IDS,Maryland,IDS10,QURU,T,NA,T,LC,REFL,IDS10_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_ACSM_B_LC_REFL,IDS,IDS,Maryland,IDS23,ACSM,B,NA,B,LC,REFL,IDS23_ACSM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_ACSM_M_LC_REFL,IDS,IDS,Maryland,IDS23,ACSM,M,NA,M,LC,REFL,IDS23_ACSM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_ACSM_T_LC_REFL,IDS,IDS,Maryland,IDS23,ACSM,T,NA,T,LC,REFL,IDS23_ACSM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_BELE_B_LC_REFL,IDS,IDS,Maryland,IDS23,BELE,B,NA,B,LC,REFL,IDS23_BELE_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_BELE_M_LC_REFL,IDS,IDS,Maryland,IDS23,BELE,M,NA,M,LC,REFL,IDS23_BELE_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_BELE_T_LC_REFL,IDS,IDS,Maryland,IDS23,BELE,T,NA,T,LC,REFL,IDS23_BELE_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_CAAL_B_LC_REFL,IDS,IDS,Maryland,IDS23,CAAL,B,NA,B,LC,REFL,IDS23_CAAL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_CAAL_M_LC_REFL,IDS,IDS,Maryland,IDS23,CAAL,M,NA,M,LC,REFL,IDS23_CAAL_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_CAAL_T_LC_REFL,IDS,IDS,Maryland,IDS23,CAAL,T,NA,T,LC,REFL,IDS23_CAAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_FRAM_B_LC_REFL,IDS,IDS,Maryland,IDS23,FRAM,B,NA,B,LC,REFL,IDS23_FRAM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_LITU_B_LC_REFL,IDS,IDS,Maryland,IDS23,LITU,B,NA,B,LC,REFL,IDS23_LITU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_LITU_M_LC_REFL,IDS,IDS,Maryland,IDS23,LITU,M,NA,M,LC,REFL,IDS23_LITU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_LITU_T_LC_REFL,IDS,IDS,Maryland,IDS23,LITU,T,NA,T,LC,REFL,IDS23_LITU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_PRSE_B_LC_REFL,IDS,IDS,Maryland,IDS23,PRSE,B,NA,B,LC,REFL,IDS23_PRSE_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_PRSE_M_LC_REFL,IDS,IDS,Maryland,IDS23,PRSE,M,NA,M,LC,REFL,IDS23_PRSE_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS23_PRSE_T_LC_REFL,IDS,IDS,Maryland,IDS23,PRSE,T,NA,T,LC,REFL,IDS23_PRSE_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_ACRU_B_LC_REFL,IDS,IDS,Maryland,IDS25,ACRU,B,NA,B,LC,REFL,IDS25_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_ACRU_M_LC_REFL,IDS,IDS,Maryland,IDS25,ACRU,M,NA,M,LC,REFL,IDS25_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_ACRU_T_LC_REFL,IDS,IDS,Maryland,IDS25,ACRU,T,NA,T,LC,REFL,IDS25_ACRU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_BEAL_T_LC_REFL,IDS,IDS,Maryland,IDS25,BEAL,T,NA,T,LC,REFL,IDS25_BEAL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_BELE_B_LC_REFL,IDS,IDS,Maryland,IDS25,BELE,B,NA,B,LC,REFL,IDS25_BELE_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_BELE_M_LC_REFL,IDS,IDS,Maryland,IDS25,BELE,M,NA,M,LC,REFL,IDS25_BELE_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_LITU_B_LC_REFL,IDS,IDS,Maryland,IDS25,LITU,B,NA,B,LC,REFL,IDS25_LITU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
IDS25_LITU_M_LC_REFL,IDS,IDS,Maryland,IDS25,LITU,M,NA,M,LC,REFL,IDS25_LITU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
